100_1.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_10.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_11.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_12.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_13.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_14.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_15.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_16.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_2.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_22.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_23.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_25.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_3.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_4.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_6.jpg,0, 1, 0, 1, 0, 2, 3, 9
100_7.jpg,0, 1, 0, 1, 0, 2, 3, 9
101_12.jpg,0, 0, 0, 0, 1, 0, 4, 13
101_15.jpg,0, 0, 0, 0, 1, 0, 4, 13
101_17.jpg,0, 0, 0, 0, 1, 0, 4, 13
101_2.jpg,0, 0, 0, 0, 1, 0, 4, 13
101_21.jpg,0, 0, 0, 0, 1, 0, 4, 13
101_3.jpg,0, 0, 0, 0, 1, 0, 4, 13
101_33.jpg,0, 0, 0, 0, 1, 0, 4, 13
101_34.jpg,0, 0, 0, 0, 1, 0, 4, 13
101_35.jpg,0, 0, 0, 0, 1, 0, 4, 13
101_37.jpg,0, 0, 0, 0, 1, 0, 4, 13
101_6.jpg,0, 0, 0, 0, 1, 0, 4, 13
101_8.jpg,0, 0, 0, 0, 1, 0, 4, 13
102_1.jpg,0, 0, 0, 0, 0, 1, 2, 0
102_10.jpg,0, 0, 0, 0, 0, 1, 2, 0
102_11.jpg,0, 0, 0, 0, 0, 1, 2, 0
102_12.jpg,0, 0, 0, 0, 0, 1, 2, 0
102_13.jpg,0, 0, 0, 0, 0, 1, 2, 0
102_14.jpg,0, 0, 0, 0, 0, 1, 2, 0
